uf;cd_ufe;cd_mue;nome;populacao;geocodigo
BA;29;11501;Gongogi;7848;2911501
BA;29;11600;Governador Mangabeira;21495;2911600
BA;29;11659;Guajeru;8081;2911659
BA;29;11709;Guanambi;86808;2911709
BA;29;11808;Guaratinga;22154;2911808
BA;29;11857;Heliópolis;13718;2911857
BA;29;11907;Iaçu;25884;2911907
BA;29;12004;Ibiassucê;10183;2912004
BA;29;12103;Ibicaraí;23529;2912103
BA;29;12202;Ibicoara;19786;2912202
BA;29;12301;Ibicuí;16796;2912301
BA;29;12400;Ibipeba;18678;2912400
BA;29;12509;Ibipitanga;15413;2912509
BA;29;12608;Ibiquera;4214;2912608
BA;29;12707;Ibirapitanga;24293;2912707
BA;29;12806;Ibirapuã;8852;2912806
BA;29;12905;Ibirataia;17221;2912905
BA;29;13002;Ibitiara;16855;2913002
BA;29;13101;Ibititá;17948;2913101
BA;29;13200;Ibotirama;27862;2913200
BA;29;13309;Ichu;6437;2913309
BA;29;13408;Igaporã;16283;2913408
BA;29;13457;Igrapiúna;14187;2913457
BA;29;13507;Iguaí;27939;2913507
BA;29;13606;Ilhéus;176341;2913606
BA;29;13705;Inhambupe;40453;2913705
BA;29;13804;Ipecaetá;15499;2913804
BA;29;13903;Ipiaú;47704;2913903
BA;29;14000;Ipirá;62631;2914000
BA;29;14109;Ipupiara;10157;2914109
BA;29;14208;Irajuba;7521;2914208
BA;29;14307;Iramaia;9901;2914307
BA;29;14406;Iraquara;25536;2914406
BA;29;14505;Irará;29879;2914505
BA;29;14604;Irecê;74483;2914604
BA;29;14653;Itabela;31422;2914653
BA;29;14703;Itaberaba;66806;2914703
BA;29;14802;Itabuna;221046;2914802
BA;29;14901;Itacaré;28382;2914901
BA;29;15007;Itaeté;16586;2915007
BA;29;15106;Itagi;13199;2915106
BA;29;15205;Itagibá;15577;2915205
BA;29;15304;Itagimirim;7291;2915304
BA;29;15353;Itaguaçu da Bahia;14718;2915353
BA;29;15403;Itaju do Colônia;7218;2915403
BA;29;15502;Itajuípe;21642;2915502
BA;29;15601;Itamaraju;67356;2915601
BA;29;15700;Itamari;8476;2915700
BA;29;15809;Itambé;24901;2915809
BA;29;15908;Itanagra;6730;2915908
BA;29;16005;Itanhém;20501;2916005
BA;29;16104;Itaparica;22866;2916104
BA;29;16203;Itapé;9830;2916203
BA;29;16302;Itapebi;10830;2916302
BA;29;16401;Itapetinga;77533;2916401
BA;29;16500;Itapicuru;36211;2916500
BA;29;16609;Itapitanga;10799;2916609
BA;29;16708;Itaquara;8592;2916708
BA;29;16807;Itarantim;20314;2916807
BA;29;16856;Itatim;14957;2916856
BA;29;16906;Itiruçu;13254;2916906
BA;29;17003;Itiúba;37567;2917003
BA;29;17102;Itororó;21241;2917102
BA;29;17201;Ituaçu;19577;2917201
BA;29;17300;Ituberá;29428;2917300
BA;29;17334;Iuiú;11399;2917334
BA;29;17359;Jaborandi;9056;2917359
BA;29;17409;Jacaraci;15459;2917409
BA;29;17508;Jacobina;83635;2917508
BA;29;17607;Jaguaquara;56033;2917607
BA;29;17706;Jaguarari;34499;2917706
BA;29;17805;Jaguaripe;19036;2917805
BA;29;17904;Jandaíra;11120;2917904
BA;29;18001;Jequié;162209;2918001
BA;29;18100;Jeremoabo;41605;2918100
BA;29;18209;Jiquiriçá;15106;2918209
BA;29;18308;Jitaúna;12692;2918308
BA;29;18357;João Dourado;25646;2918357
BA;29;18407;Juazeiro;221773;2918407
BA;29;18456;Jucuruçu;9924;2918456
BA;29;18506;Jussara;16006;2918506
BA;29;18555;Jussari;6275;2918555
BA;29;18605;Jussiape;7066;2918605
BA;29;18704;Lafaiete Coutinho;3975;2918704
BA;29;18753;Lagoa Real;16029;2918753
BA;29;18803;Laje;24306;2918803
BA;29;18902;Lajedão;4068;2918902
BA;29;19009;Lajedinho;4017;2919009
BA;29;19058;Lajedo do Tabocal;8886;2919058
BA;29;19108;Lamarão;9007;2919108
BA;29;19157;Lapão;28244;2919157
BA;29;19207;Lauro de Freitas;197636;2919207
BA;29;19306;Lençóis;11636;2919306
BA;29;19405;Licínio de Almeida;12969;2919405
BA;29;19504;Livramento de Nossa Senhora;46739;2919504
BA;29;19553;Luís Eduardo Magalhães;83557;2919553
BA;29;19603;Macajuba;11879;2919603
BA;29;19702;Macarani;19110;2919702
BA;29;19801;Macaúbas;50987;2919801
BA;29;19900;Macururé;8266;2919900
BA;29;19926;Madre de Deus;21007;2919926
BA;29;19959;Maetinga;4456;2919959
BA;29;20007;Maiquinique;10274;2920007
BA;29;20106;Mairi;19695;2920106
BA;29;20205;Malhada;17526;2920205
BA;29;20304;Malhada de Pedras;8856;2920304
BA;29;20403;Manoel Vitorino;14251;2920403
BA;29;20452;Mansidão;13959;2920452
BA;29;20502;Maracás;23018;2920502
BA;29;20601;Maragogipe;46260;2920601
BA;29;20700;Maraú;21313;2920700
BA;29;20809;Marcionílio Souza;10931;2920809
BA;29;20908;Mascote;14728;2920908
BA;29;21005;Mata de São João;46998;2921005
BA;29;21054;Matina;12488;2921054
BA;29;21104;Medeiros Neto;23586;2921104
BA;29;21203;Miguel Calmon;27520;2921203
BA;29;21302;Milagres;11585;2921302
BA;29;21401;Mirangaba;18729;2921401
BA;29;21450;Mirante;9578;2921450
BA;29;21500;Monte Santo;51953;2921500
BA;29;21609;Morpará;8950;2921609
BA;29;21708;Morro do Chapéu;36856;2921708
BA;29;21807;Mortugaba;12529;2921807
BA;29;21906;Mucugê;9957;2921906
BA;29;22003;Mucuri;42072;2922003
BA;29;22052;Mulungu do Morro;11988;2922052
BA;29;22102;Mundo Novo;27364;2922102
BA;29;22201;Muniz Ferreira;7678;2922201
BA;29;22250;Muquém de São Francisco;11644;2922250
BA;29;22300;Muritiba;30631;2922300
BA;29;22409;Mutuípe;22998;2922409
BA;29;22508;Nazaré;29546;2922508
BA;29;22607;Nilo Peçanha;14368;2922607
BA;29;22656;Nordestina;13597;2922656
BA;29;22706;Nova Canaã;17141;2922706
BA;29;22730;Nova Fátima;8119;2922730
BA;29;22755;Nova Ibiá;6986;2922755
BA;29;22805;Nova Itarana;8428;2922805
BA;29;22854;Nova Redenção;9500;2922854
BA;29;22904;Nova Soure;25460;2922904
BA;29;23001;Nova Viçosa;44052;2923001
BA;29;23035;Novo Horizonte;12514;2923035
BA;29;23050;Novo Triunfo;16037;2923050
BA;29;23100;Olindina;29227;2923100
BA;29;23209;Oliveira dos Brejinhos;22805;2923209
BA;29;23308;Ouriçangas;8916;2923308
BA;29;23357;Ourolândia;18025;2923357
BA;29;23407;Palmas de Monte Alto;22553;2923407
BA;29;23506;Palmeiras;9250;2923506
BA;29;23605;Paramirim;22286;2923605
BA;29;23704;Paratinga;32967;2923704
BA;29;23803;Paripiranga;30075;2923803
BA;29;23902;Pau Brasil;10673;2923902
BA;29;24009;Paulo Afonso;120706;2924009
BA;29;24058;Pé de Serra;14226;2924058
BA;29;24108;Pedrão;7527;2924108
BA;29;24207;Pedro Alexandre;18209;2924207
BA;29;24306;Piatã;18267;2924306
BA;29;24405;Pilão Arcado;35740;2924405
BA;29;24504;Pindaí;16889;2924504
BA;29;24603;Pindobaçu;21171;2924603
BA;29;24652;Pintadas;11012;2924652
BA;29;24678;Piraí do Norte;10411;2924678
BA;29;24702;Piripá;11849;2924702
BA;29;24801;Piritiba;25211;2924801
BA;29;24900;Planaltino;9582;2924900
BA;29;25006;Planalto;26915;2925006
BA;29;25105;Poções;48861;2925105
BA;29;25204;Pojuca;39718;2925204
BA;29;25253;Ponto Novo;15830;2925253
BA;29;25303;Porto Seguro;149324;2925303
BA;29;25402;Potiraguá;8438;2925402
BA;29;25501;Prado;29326;2925501
BA;29;25600;Presidente Dutra;15734;2925600
BA;29;25709;Presidente Jânio Quadros;13334;2925709
BA;29;25758;Presidente Tancredo Neves;28082;2925758
BA;29;25808;Queimadas;26552;2925808
BA;29;25907;Quijingue;28632;2925907
BA;29;25931;Quixabeira;9411;2925931
BA;29;25956;Rafael Jambeiro;23562;2925956
BA;29;26004;Remanso;42672;2926004
BA;29;26103;Retirolândia;14730;2926103
BA;29;26202;Riachão das Neves;23313;2926202
BA;29;26301;Riachão do Jacuípe;34784;2926301
BA;29;26400;Riacho de Santana;36439;2926400
BA;29;26509;Ribeira do Amparo;15443;2926509
BA;29;26608;Ribeira do Pombal;54965;2926608
BA;29;26657;Ribeirão do Largo;7437;2926657
BA;29;26707;Rio de Contas;13712;2926707
BA;29;26806;Rio do Antônio;15804;2926806
BA;29;26905;Rio do Pires;12130;2926905
BA;29;27002;Rio Real;41767;2927002
BA;29;27101;Rodelas;9405;2927101
BA;29;27200;Ruy Barbosa;32009;2927200
BA;29;27309;Salinas da Margarida;15772;2927309
BA;29;27408;Salvador;2953986;2927408
BA;29;27507;Santa Bárbara;21415;2927507
BA;29;27606;Santa Brígida;14976;2927606
BA;29;27705;Santa Cruz Cabrália;28552;2927705
BA;29;27804;Santa Cruz da Vitória;6698;2927804
BA;29;27903;Santa Inês;11161;2927903
BA;29;28000;Santaluz;38422;2928000
BA;29;28059;Santa Luzia;13398;2928059
BA;29;28109;Santa Maria da Vitória;41769;2928109
BA;29;28208;Santana;27492;2928208
BA;29;28307;Santanópolis;9263;2928307
BA;29;28406;Santa Rita de Cássia;29146;2928406
BA;29;28505;Santa Teresinha;10682;2928505
BA;29;28604;Santo Amaro;61961;2928604
BA;29;28703;Santo Antônio de Jesus;103342;2928703
BA;29;28802;Santo Estêvão;53898;2928802
BA;29;28901;São Desidério;33661;2928901
BA;29;28950;São Domingos;9404;2928950
BA;29;29008;São Félix;15310;2929008
BA;29;29057;São Félix do Coribe;15825;2929057
BA;29;29107;São Felipe;21964;2929107
BA;29;29206;São Francisco do Conde;40220;2929206
BA;29;29255;São Gabriel;19613;2929255
BA;29;29305;São Gonçalo dos Campos;38018;2929305
BA;29;29354;São José da Vitória;6045;2929354
BA;29;29370;São José do Jacuípe;10784;2929370
BA;29;29404;São Miguel das Matas;12092;2929404
BA;29;29503;São Sebastião do Passé;45827;2929503
BA;29;29602;Sapeaçu;18114;2929602
BA;29;29701;Sátiro Dias;20429;2929701
BA;29;29750;Saubara;12380;2929750
BA;29;29800;Saúde;13385;2929800
BA;29;29909;Seabra;45568;2929909
BA;29;30006;Sebastião Laranjeiras;11696;2930006
BA;29;30105;Senhor do Bonfim;81218;2930105
BA;29;30154;Serra do Ramalho;32991;2930154
BA;29;30204;Sento Sé;41891;2930204
BA;29;30303;Serra Dourada;18320;2930303
BA;29;30402;Serra Preta;16036;2930402
BA;29;30501;Serrinha;83088;2930501
BA;29;30600;Serrolândia;13832;2930600
BA;29;30709;Simões Filho;136050;2930709
BA;29;30758;Sítio do Mato;13437;2930758
BA;29;30766;Sítio do Quinto;11283;2930766
BA;29;30774;Sobradinho;23713;2930774
BA;29;30808;Souto Soares;17503;2930808
BA;29;30907;Tabocas do Brejo Velho;13057;2930907
BA;29;31004;Tanhaçu;21315;2931004
BA;29;31053;Tanque Novo;17884;2931053
BA;29;31103;Tanquinho;8232;2931103
BA;29;31202;Taperoá;21462;2931202
BA;29;31301;Tapiramutá;17845;2931301
BA;29;31350;Teixeira de Freitas;161690;2931350
BA;29;31400;Teodoro Sampaio;7936;2931400
BA;29;31509;Teofilândia;23378;2931509
BA;29;31608;Teolândia;15357;2931608
BA;29;31707;Terra Nova;13536;2931707
BA;29;31806;Tremedal;17700;2931806
BA;29;31905;Tucano;52540;2931905
BA;29;32002;Uauá;25773;2932002
BA;29;32101;Ubaíra;20800;2932101
BA;29;32200;Ubaitaba;20489;2932200
BA;29;32309;Ubatã;27527;2932309
BA;29;32408;Uibaí;14474;2932408
BA;29;32457;Umburanas;19522;2932457
BA;29;32507;Una;21331;2932507
BA;29;32606;Urandi;17356;2932606
BA;29;32705;Uruçuca;21711;2932705
BA;29;32804;Utinga;19780;2932804
BA;29;32903;Valença;98749;2932903
BA;29;33000;Valente;28743;2933000
BA;29;33059;Várzea da Roça;14662;2933059
BA;29;33109;Várzea do Poço;9449;2933109
BA;29;33158;Várzea Nova;13454;2933158
BA;29;33174;Varzedo;9375;2933174
BA;29;33208;Vera Cruz;43640;2933208
BA;29;33257;Vereda;6620;2933257
BA;29;33307;Vitória da Conquista;348718;2933307
BA;29;33406;Wagner;9753;2933406
BA;29;33455;Wanderley;12935;2933455
BA;29;33505;Wenceslau Guimarães;22365;2933505
BA;29;33604;Xique-Xique;48365;2933604
MG;31;104;Abadia dos Dourados;7059;3100104
MG;31;203;Abaeté;23611;3100203
MG;31;302;Abre Campo;13733;3100302
MG;31;401;Acaiaca;4065;3100401
MG;31;500;Açucena;9997;3100500
MG;31;609;Água Boa;14370;3100609
MG;31;708;Água Comprida;2058;3100708
MG;31;807;Aguanil;4440;3100807
MG;31;906;Águas Formosas;19416;3100906
MG;31;1003;Águas Vermelhas;13576;3101003
MG;31;1102;Aimorés;25711;3101102
MG;31;1201;Aiuruoca;6209;3101201
MG;31;1300;Alagoa;2752;3101300
MG;31;1409;Albertina;3046;3101409
MG;31;1508;Além Paraíba;35866;3101508
MG;31;1607;Alfenas;79707;3101607
MG;31;1631;Alfredo Vasconcelos;6775;3101631
MG;31;1706;Almenara;41794;3101706
MG;31;1805;Alpercata;7515;3101805
MG;31;1904;Alpinópolis;19846;3101904
MG;31;2001;Alterosa;14551;3102001
MG;31;2050;Alto Caparaó;5791;3102050
MG;31;2100;Alto Rio Doce;11693;3102100
MG;31;2209;Alvarenga;4199;3102209
MG;31;2308;Alvinópolis;15599;3102308
MG;31;2407;Alvorada de Minas;3673;3102407
MG;31;2506;Amparo do Serra;4924;3102506
MG;31;2605;Andradas;40706;3102605
MG;31;2704;Cachoeira de Pajeú;9479;3102704
MG;31;2803;Andrelândia;12507;3102803
MG;31;2852;Angelândia;8541;3102852
MG;31;2902;Antônio Carlos;11608;3102902
MG;31;3009;Antônio Dias;9637;3103009
MG;31;3108;Antônio Prado de Minas;1664;3103108
MG;31;3207;Araçaí;2368;3103207
MG;31;3306;Aracitaba;2111;3103306
MG;31;3405;Araçuaí;37361;3103405
MG;31;3504;Araguari;117445;3103504
MG;31;3603;Arantina;2873;3103603
MG;31;3702;Araponga;8544;3103702
MG;31;3751;Araporã;6774;3103751
MG;31;3801;Arapuá;2883;3103801
MG;31;3900;Araújos;8996;3103900
MG;31;4007;Araxá;104283;3104007
MG;31;4106;Arceburgo;10578;3104106
MG;31;4205;Arcos;39811;3104205
MG;31;4304;Areado;14956;3104304
MG;31;4403;Argirita;2859;3104403
MG;31;4452;Aricanduva;5192;3104452
MG;31;4502;Arinos;18243;3104502
MG;31;4601;Astolfo Dutra;14118;3104601
MG;31;4700;Ataléia;13762;3104700
MG;31;4809;Augusto de Lima;5023;3104809
MG;31;4908;Baependi;19315;3104908
MG;31;5004;Baldim;8051;3105004
MG;31;5103;Bambuí;24018;3105103
MG;31;5202;Bandeira;4984;3105202
MG;31;5301;Bandeira do Sul;5739;3105301
MG;31;5400;Barão de Cocais;31968;3105400
MG;31;5509;Barão de Monte Alto;5648;3105509
MG;31;5608;Barbacena;136689;3105608
MG;31;5707;Barra Longa;5624;3105707
MG;31;5905;Barroso;20882;3105905
MG;31;6002;Bela Vista de Minas;10416;3106002
MG;31;6101;Belmiro Braga;3503;3106101
MG;31;6200;Belo Horizonte;2523794;3106200
MG;31;6309;Belo Oriente;26158;3106309
MG;31;6408;Belo Vale;7841;3106408
MG;31;6507;Berilo;12360;3106507
MG;31;6606;Bertópolis;4678;3106606
MG;31;6655;Berizal;4720;3106655
MG;31;6705;Betim;427146;3106705
MG;31;6804;Bias Fortes;3613;3106804
MG;31;6903;Bicas;14545;3106903
MG;31;7000;Biquinhas;2619;3107000
MG;31;7109;Boa Esperança;40530;3107109
MG;31;7208;Bocaina de Minas;5185;3107208
MG;31;7307;Bocaiúva;50168;3107307
MG;31;7406;Bom Despacho;50042;3107406
MG;31;7505;Bom Jardim de Minas;6644;3107505
MG;31;7604;Bom Jesus da Penha;4203;3107604
MG;31;7703;Bom Jesus do Amparo;6018;3107703
MG;31;7802;Bom Jesus do Galho;15459;3107802
MG;31;7901;Bom Repouso;10775;3107901
MG;31;8008;Bom Sucesso;17907;3108008
MG;31;8107;Bonfim;7020;3108107
MG;31;8206;Bonfinópolis de Minas;5764;3108206
MG;31;8255;Bonito de Minas;10951;3108255
MG;31;8305;Borda da Mata;19055;3108305
MG;31;8404;Botelhos;15322;3108404
MG;31;8503;Botumirim;6540;3108503
MG;31;8552;Brasilândia de Minas;16105;3108552
MG;31;8602;Brasília de Minas;32732;3108602
MG;31;8701;Brás Pires;4550;3108701
MG;31;8800;Braúnas;5003;3108800
MG;31;8909;Brazópolis;14889;3108909
MG;31;9006;Brumadinho;38863;3109006
MG;31;9105;Bueno Brandão;11233;3109105
MG;31;9204;Buenópolis;10594;3109204
MG;31;9253;Bugre;4146;3109253
MG;31;9303;Buritis;24689;3109303
MG;31;9402;Buritizeiro;28335;3109402
MG;31;9451;Cabeceira Grande;6940;3109451
MG;31;9501;Cabo Verde;14330;3109501
MG;31;9600;Cachoeira da Prata;3710;3109600
MG;31;9709;Cachoeira de Minas;11646;3109709
MG;31;9808;Cachoeira Dourada;2691;3109808
MG;31;9907;Caetanópolis;11399;3109907
MG;31;10004;Caeté;44377;3110004
MG;31;10103;Caiana;5440;3110103
MG;31;10202;Cajuri;4108;3110202
MG;31;10301;Caldas;14529;3110301
MG;31;10400;Camacho;3064;3110400
MG;31;10509;Camanducaia;22057;3110509
MG;31;10608;Cambuí;29165;3110608
MG;31;10707;Cambuquira;13053;3110707
MG;31;10806;Campanário;3757;3110806
MG;31;10905;Campanha;16627;3110905
MG;31;11002;Campestre;21440;3111002
MG;31;11101;Campina Verde;20079;3111101
MG;31;11150;Campo Azul;3863;3111150
MG;31;11200;Campo Belo;54458;3111200
MG;31;11309;Campo do Meio;11878;3111309
MG;31;11408;Campo Florido;7886;3111408
MG;31;11507;Campos Altos;15387;3111507
MG;31;11606;Campos Gerais;29057;3111606
MG;31;11705;Canaã;4699;3111705
MG;31;11804;Canápolis;12117;3111804
MG;31;11903;Cana Verde;5735;3111903
MG;31;12000;Candeias;15147;3112000
MG;31;12059;Cantagalo;4517;3112059
MG;31;12109;Caparaó;5489;3112109
MG;31;12208;Capela Nova;4805;3112208
MG;31;12307;Capelinha;37867;3112307
MG;31;12406;Capetinga;7152;3112406
MG;31;12505;Capim Branco;9678;3112505
MG;31;12604;Capinópolis;16250;3112604
MG;31;12653;Capitão Andrade;5405;3112653
MG;31;12703;Capitão Enéas;15237;3112703
MG;31;12802;Capitólio;8682;3112802
MG;31;12901;Caputira;9431;3112901
MG;31;13008;Caraí;23781;3113008
MG;31;13107;Caranaíba;3299;3113107
MG;31;13206;Carandaí;25376;3113206
MG;31;13305;Carangola;33559;3113305
MG;31;13404;Caratinga;91841;3113404
MG;31;13503;Carbonita;9544;3113503
MG;31;13602;Careaçu;6757;3113602
MG;31;13701;Carlos Chagas;19750;3113701
MG;31;13800;Carmésia;2629;3113800
MG;31;13909;Carmo da Cachoeira;12350;3113909
MG;31;14006;Carmo da Mata;11559;3114006
MG;31;14105;Carmo de Minas;14822;3114105
MG;31;14204;Carmo do Cajuru;22136;3114204
MG;31;14303;Carmo do Paranaíba;30861;3114303
MG;31;14402;Carmo do Rio Claro;21458;3114402
MG;31;14501;Carmópolis de Minas;18995;3114501
MG;31;14550;Carneirinho;10072;3114550
MG;31;14600;Carrancas;4110;3114600
MG;31;14709;Carvalhópolis;3581;3114709
MG;31;14808;Carvalhos;4617;3114808
MG;31;14907;Casa Grande;2309;3114907
MG;31;15003;Cascalho Rico;3071;3115003
MG;31;15102;Cássia;18057;3115102
MG;31;15201;Conceição da Barra de Minas;4050;3115201
MG;31;15300;Cataguases;75025;3115300
MG;31;15359;Catas Altas;5316;3115359
MG;31;15409;Catas Altas da Noruega;3666;3115409
MG;31;15458;Catuji;6612;3115458
MG;31;15474;Catuti;5151;3115474
MG;31;15508;Caxambu;22208;3115508
MG;31;15607;Cedro do Abaeté;1209;3115607
MG;31;15706;Central de Minas;7112;3115706
MG;31;15805;Centralina;10622;3115805
MG;31;15904;Chácara;3101;3115904
MG;31;16001;Chalé;5823;3116001
MG;31;16100;Chapada do Norte;15675;3116100
MG;31;16159;Chapada Gaúcha;12971;3116159
MG;31;16209;Chiador;2789;3116209
MG;31;16308;Cipotânea;6868;3116308
MG;31;16407;Claraval;4847;3116407
MG;31;16506;Claro dos Poções;7819;3116506
MG;31;16605;Cláudio;28287;3116605
MG;31;16704;Coimbra;7559;3116704
MG;31;16803;Coluna;9146;3116803
MG;31;16902;Comendador Gomes;3138;3116902
MG;31;17009;Comercinho;7599;3117009
MG;31;17108;Conceição da Aparecida;10374;3117108
MG;31;17207;Conceição das Pedras;2858;3117207
MG;31;17306;Conceição das Alagoas;26818;3117306
MG;31;17405;Conceição de Ipanema;4644;3117405
MG;31;17504;Conceição do Mato Dentro;18126;3117504
MG;31;17603;Conceição do Pará;5515;3117603
MG;31;17702;Conceição do Rio Verde;13724;3117702
MG;31;17801;Conceição dos Ouros;11467;3117801
MG;31;17836;Cônego Marinho;7624;3117836
MG;31;17876;Confins;6608;3117876
MG;31;17900;Congonhal;11706;3117900
MG;31;18007;Congonhas;53843;3118007
MG;31;18106;Congonhas do Norte;5134;3118106
MG;31;18205;Conquista;6960;3118205
MG;31;18304;Conselheiro Lafaiete;127369;3118304
MG;31;18403;Conselheiro Pena;23240;3118403
MG;31;18502;Consolação;1810;3118502
MG;31;18601;Contagem;658580;3118601
MG;31;18700;Coqueiral;9432;3118700
MG;31;18809;Coração de Jesus;27052;3118809
MG;31;18908;Cordisburgo;9029;3118908
MG;31;19005;Cordislândia;3587;3119005
MG;31;19104;Corinto;24384;3119104
MG;31;19203;Coroaci;10339;3119203
MG;31;19302;Coromandel;28508;3119302
MG;31;19401;Coronel Fabriciano;110326;3119401
MG;31;19500;Coronel Murta;9411;3119500
MG;31;19609;Coronel Pacheco;3125;3119609
MG;31;19708;Coronel Xavier Chaves;3471;3119708
MG;31;19807;Córrego Danta;3359;3119807
MG;31;19906;Córrego do Bom Jesus;3804;3119906
MG;31;19955;Córrego Fundo;6295;3119955
MG;31;20003;Córrego Novo;2970;3120003
MG;31;20102;Couto de Magalhães de Minas;4444;3120102
MG;31;20151;Crisólita;6631;3120151
MG;31;20201;Cristais;12564;3120201
MG;31;20300;Cristália;6042;3120300
MG;31;20409;Cristiano Otoni;5225;3120409
MG;31;20508;Cristina;10482;3120508
MG;31;20607;Crucilândia;5057;3120607
MG;31;20706;Cruzeiro da Fortaleza;4174;3120706
MG;31;20805;Cruzília;15497;3120805
MG;31;20839;Cuparaque;4995;3120839
MG;31;20870;Curral de Dentro;7623;3120870
MG;31;20904;Curvelo;79878;3120904
MG;31;21001;Datas;5471;3121001
MG;31;21100;Delfim Moreira;8205;3121100
MG;31;21209;Delfinópolis;7186;3121209
MG;31;21258;Delta;9904;3121258
MG;31;21308;Descoberto;5047;3121308
MG;31;21407;Desterro de Entre Rios;7334;3121407
MG;31;21506;Desterro do Melo;3015;3121506
MG;31;21605;Diamantina;48230;3121605
MG;31;21704;Diogo de Vasconcelos;3913;3121704
MG;31;21803;Dionísio;8287;3121803
MG;31;21902;Divinésia;3455;3121902
MG;31;22009;Divino;20133;3122009
MG;31;22108;Divino das Laranjeiras;5086;3122108
MG;31;22207;Divinolândia de Minas;7559;3122207
MG;31;22306;Divinópolis;234937;3122306
MG;31;22355;Divisa Alegre;6625;3122355
MG;31;22405;Divisa Nova;6068;3122405
MG;31;22454;Divisópolis;10547;3122454
MG;31;22470;Dom Bosco;3818;3122470
MG;31;22504;Dom Cavati;5247;3122504
MG;31;22603;Dom Joaquim;4602;3122603
MG;31;22702;Dom Silvério;5351;3122702
MG;31;22801;Dom Viçoso;3072;3122801
MG;31;22900;Dona Eusébia;6527;3122900
MG;31;23007;Dores de Campos;10093;3123007
MG;31;23106;Dores de Guanhães;5316;3123106
MG;31;23205;Dores do Indaiá;13923;3123205
MG;31;23304;Dores do Turvo;4437;3123304
